"ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best of","Winner","Loser","WRank","LRank","WPts","LPts","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL"
"2","Pune","Maharashtra Open","1/3/2023","ATP250","Outdoor","Hard","1st Round","3","Martinez P.","Ramanathan R.","62","435","776","98","3","6","7","5","6","3","","","","","2","1","Completed","1.57","2.38","1.66","2.34","1.75","2.4","1.63","2.25"
"2","Pune","Maharashtra Open","1/3/2023","ATP250","Outdoor","Hard","1st Round","3","Karatsev A.","Andujar P.","59","121","795","467","6","1","6","3","","","","","","","2","0","Completed","1.3","3.5","1.31","3.79","1.33","3.79","1.29","3.52"
"2","Pune","Maharashtra Open","1/3/2023","ATP250","Outdoor","Hard","1st Round","3","Cobolli F.","Mukund S.","171","340","335","146","6","4","7","5","","","","","","","2","0","Completed","1.33","3.4","1.37","3.37","1.38","3.53","1.34","3.19"
"2","Pune","Maharashtra Open","1/4/2023","ATP250","Outdoor","Hard","2nd Round","3","Marterer M.","Djere L.","159","70","354","738","7","6","6","2","","","","","","","2","0","Completed","2.38","1.57","2.36","1.67","2.58","1.67","2.38","1.56"
"2","Pune","Maharashtra Open","1/4/2023","ATP250","Outdoor","Hard","2nd Round","3","Karatsev A.","Van Rijthoven T.","59","111","795","516","7","6","7","6","","","","","","","2","0","Completed","1.57","2.38","1.74","2.23","1.76","2.38","1.67","2.19"
"2","Pune","Maharashtra Open","1/4/2023","ATP250","Outdoor","Hard","2nd Round","3","Martinez P.","Baez S.","62","43","776","987","3","6","6","1","6","3","","","","","2","1","Completed","1.91","1.91","1.97","1.93","1.97","1.95","1.91","1.88"
"2","Pune","Maharashtra Open","1/4/2023","ATP250","Outdoor","Hard","2nd Round","3","Griekspoor T.","Cecchinato M.","95","101","584","562","6","4","6","4","","","","","","","2","0","Completed","1.33","3.4","1.31","3.85","1.36","3.85","1.29","3.52"
"2","Pune","Maharashtra Open","1/4/2023","ATP250","Outdoor","Hard","2nd Round","3","Van De Zandschulp B.","Cobolli F.","35","171","1160","335","7","5","6","4","","","","","","","2","0","Completed","1.29","3.75","1.29","3.97","1.3","4.04","1.27","3.72"
"2","Pune","Maharashtra Open","1/4/2023","ATP250","Outdoor","Hard","2nd Round","3","Bonzi B.","Ruusuvuori E.","60","40","781","1011","6","1","7","6","","","","","","","2","0","Completed","2.3","1.62","2.3","1.69","2.45","1.7","2.27","1.62"
"2","Pune","Maharashtra Open","1/4/2023","ATP250","Outdoor","Hard","2nd Round","3","Krajinovic F.","Mmoh M.","54","113","845","507","2","6","6","3","6","4","","","","","2","1","Completed","1.8","2","1.86","2.05","1.86","2.16","1.79","2.01"
"2","Pune","Maharashtra Open","1/4/2023","ATP250","Outdoor","Hard","2nd Round","3","Cilic M.","Carballes Baena R.","17","74","2105","695","6","3","3","6","6","1","","","","","2","1","Completed","1.22","4.33","1.23","4.68","1.25","4.68","1.21","4.28"
"2","Pune","Maharashtra Open","1/5/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Karatsev A.","Martinez P.","59","62","795","776","6","1","6","2","","","","","","","2","0","Completed","1.5","2.63","1.5","2.81","1.54","2.81","1.48","2.63"
"2","Pune","Maharashtra Open","1/5/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Griekspoor T.","Cilic M.","95","17","584","2105","","","","","","","","","","","","","Walkover","2.75","1.44","3.07","1.43","3.07","1.47","2.79","1.43"
"2","Pune","Maharashtra Open","1/5/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Van De Zandschulp B.","Marterer M.","35","159","1160","354","6","4","6","2","","","","","","","2","0","Completed","1.4","3","1.4","3.23","1.47","3.45","1.42","2.83"
"2","Pune","Maharashtra Open","1/5/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Bonzi B.","Krajinovic F.","60","54","781","845","7","6","6","4","","","","","","","2","0","Completed","1.5","2.63","1.6","2.52","1.62","2.65","1.53","2.48"
"2","Pune","Maharashtra Open","1/6/2023","ATP250","Outdoor","Hard","Semifinals","3","Griekspoor T.","Karatsev A.","95","59","584","795","7","6","6","1","","","","","","","2","0","Completed","2.63","1.5","2.53","1.59","2.63","1.62","2.46","1.54"
"2","Pune","Maharashtra Open","1/6/2023","ATP250","Outdoor","Hard","Semifinals","3","Bonzi B.","Van De Zandschulp B.","60","35","781","1160","7","6","6","7","6","1","","","","","2","1","Completed","2.3","1.62","2.25","1.72","2.33","1.72","2.22","1.65"
"2","Pune","Maharashtra Open","1/7/2023","ATP250","Outdoor","Hard","The Final","3","Griekspoor T.","Bonzi B.","95","60","584","781","4","6","7","5","6","3","","","","","2","1","Completed","2.3","1.62","2.31","1.69","2.38","1.73","2.24","1.64"
"3","Adelaide","Adelaide International 2","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Mcdonald M.","Evans D.","63","27","775","1450","7","5","7","5","","","","","","","2","0","Completed","2.5","1.53","2.57","1.56","2.6","1.56","2.51","1.51"
"3","Adelaide","Adelaide International 2","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Draper J.","Sonego L.","40","44","1010","950","6","4","6","2","","","","","","","2","0","Completed","1.44","2.75","1.48","2.83","1.48","2.9","1.44","2.75"
"3","Adelaide","Adelaide International 2","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Kecmanovic M.","Edmund K.","28","583","1420","52","6","4","7","5","","","","","","","2","0","Completed","1.17","5","1.23","4.67","1.23","5","1.2","4.53"
"3","Adelaide","Adelaide International 2","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Davidovich Fokina A.","Nakashima B.","32","47","1280","927","6","2","7","6","","","","","","","2","0","Completed","2.75","1.44","2.88","1.47","2.95","1.47","2.79","1.43"
"3","Adelaide","Adelaide International 2","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Kokkinakis T.","Popyrin A.","110","113","522","506","6","0","6","7","7","5","","","","","2","1","Completed","1.73","2.1","1.75","2.18","1.75","2.3","1.7","2.14"
"3","Adelaide","Adelaide International 2","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Paul T.","O Connell C.","35","79","1185","652","6","4","7","5","","","","","","","2","0","Completed","1.44","2.75","1.51","2.73","1.51","3","1.45","2.71"
"3","Adelaide","Adelaide International 2","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Millman J.","Ramos-Vinolas A.","148","38","378","1075","4","6","6","3","7","6","","","","","2","1","Completed","1.57","2.38","1.6","2.48","1.61","2.5","1.56","2.41"
"3","Adelaide","Adelaide International 2","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Haase R.","Bonzi B.","257","50","207","911","7","0","7","6","","","","","","","2","0","Completed","","","","","","","",""
"3","Adelaide","Adelaide International 2","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Huesler M.A.","Rinderknech A.","55","45","846","947","4","6","7","6","6","4","","","","","2","1","Completed","2.3","1.62","2.16","1.77","2.3","1.8","2.14","1.69"
"3","Adelaide","Adelaide International 2","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Kwon S.W.","Machac T.","84","115","626","500","6","4","6","4","","","","","","","2","0","Completed","1.8","2","1.93","1.96","2","2.19","1.87","1.92"
"3","Adelaide","Adelaide International 2","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Ymer M.","Ruusuvuori E.","77","46","694","941","6","4","4","6","6","3","","","","","2","1","Completed","1.8","2","1.74","2.21","1.83","2.25","1.73","2.09"
"3","Adelaide","Adelaide International 2","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Kubler J.","Etcheverry T.","86","80","613","649","7","6","7","5","","","","","","","2","0","Completed","1.44","2.75","1.44","2.97","1.46","3.39","1.42","2.85"
"3","Adelaide","Adelaide International 2","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Davidovich Fokina A.","Millman J.","32","148","1280","378","6","3","6","3","","","","","","","2","0","Completed","1.4","3","1.5","2.89","1.53","3","1.43","2.81"
"3","Adelaide","Adelaide International 2","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Draper J.","Paul T.","40","35","1010","1185","6","4","6","4","","","","","","","2","0","Completed","1.8","2","1.88","2.04","1.88","2.1","1.81","2"
"3","Adelaide","Adelaide International 2","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Khachanov K.","Huesler M.A.","20","55","1885","846","6","4","6","4","","","","","","","2","0","Completed","1.33","3.4","1.38","3.36","1.39","3.39","1.35","3.19"
"3","Adelaide","Adelaide International 2","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Ymer M.","Mcdonald M.","77","63","694","775","3","6","7","6","6","3","","","","","2","1","Completed","1.73","2.1","1.68","2.33","1.74","2.33","1.68","2.19"
"3","Adelaide","Adelaide International 2","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Kwon S.W.","Carreno Busta P.","84","15","626","2420","3","6","6","4","6","4","","","","","2","1","Completed","2.63","1.5","2.58","1.57","2.65","1.57","2.55","1.52"
"3","Adelaide","Adelaide International 2","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Bautista Agut R.","Haase R.","26","257","1545","207","6","3","3","6","6","3","","","","","2","1","Completed","1.11","6.5","1.1","8.83","1.12","8.83","1.09","7.29"
"3","Adelaide","Adelaide International 2","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Kecmanovic M.","Kubler J.","28","86","1420","613","5","7","7","6","6","4","","","","","2","1","Completed","1.53","2.5","1.54","2.66","1.61","2.66","1.52","2.47"
"3","Adelaide","Adelaide International 2","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Kokkinakis T.","Rublev A.","110","6","522","3930","6","4","3","6","6","3","","","","","2","1","Completed","3.4","1.33","3.4","1.37","3.6","1.37","3.28","1.33"
"3","Adelaide","Adelaide International 2","1/12/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Draper J.","Khachanov K.","40","20","1010","1885","6","4","7","6","","","","","","","2","0","Completed","2","1.8","1.9","1.99","2.12","2.09","1.91","1.88"
"3","Adelaide","Adelaide International 2","1/12/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Kwon S.W.","Ymer M.","84","77","626","694","6","1","6","2","","","","","","","2","0","Completed","2.2","1.67","2.21","1.75","2.3","1.75","2.17","1.68"
"3","Adelaide","Adelaide International 2","1/12/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Bautista Agut R.","Davidovich Fokina A.","26","32","1545","1280","6","3","6","2","","","","","","","2","0","Completed","1.62","2.3","1.72","2.26","1.72","2.44","1.64","2.23"
"3","Adelaide","Adelaide International 2","1/12/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Kokkinakis T.","Kecmanovic M.","110","28","522","1420","6","3","6","7","6","1","","","","","2","1","Completed","1.62","2.3","1.72","2.26","1.74","2.38","1.65","2.22"
"3","Adelaide","Adelaide International 2","1/13/2023","ATP250","Outdoor","Hard","Semifinals","3","Kwon S.W.","Draper J.","84","40","626","1010","7","6","6","7","6","3","","","","","2","1","Completed","3.2","1.36","3.27","1.39","3.32","1.42","3.07","1.37"
"3","Adelaide","Adelaide International 2","1/13/2023","ATP250","Outdoor","Hard","Semifinals","3","Bautista Agut R.","Kokkinakis T.","26","110","1545","522","7","6","3","6","6","3","","","","","2","1","Completed","1.8","2","1.9","2.01","1.91","2.1","1.83","1.97"
"3","Adelaide","Adelaide International 2","1/14/2023","ATP250","Outdoor","Hard","The Final","3","Kwon S.W.","Bautista Agut R.","84","26","626","1545","6","4","3","6","7","6","","","","","2","1","Completed","2.75","1.44","2.49","1.61","3","1.62","2.58","1.5"
"4","Auckland","ASB Classic","1/8/2023","ATP250","Outdoor","Hard","1st Round","3","Lestienne C.","Cachin P.","65","59","760","809","6","3","6","1","","","","","","","2","0","Completed","1.62","2.3","1.65","2.38","1.71","2.38","1.64","2.23"
"4","Auckland","ASB Classic","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Goffin D.","Bublik A.","53","36","870","1130","6","3","6","4","","","","","","","2","0","Completed","2.1","1.73","2.28","1.69","2.28","1.8","2.13","1.7"
"4","Auckland","ASB Classic","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Brooksby J.","Fognini F.","48","57","920","843","6","7","6","1","6","3","","","","","2","1","Completed","1.4","3","1.41","3.13","1.44","3.15","1.39","2.94"
"4","Auckland","ASB Classic","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Gasquet R.","Pannu K.","67","575","740","54","6","3","6","1","","","","","","","2","0","Completed","1.06","10","1.06","12.25","1.06","12.25","1.05","9.76"
"4","Auckland","ASB Classic","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Wolf J.J.","Mannarino A.","66","43","746","971","6","4","7","6","","","","","","","2","0","Completed","2","1.8","2.12","1.79","2.12","1.83","2.03","1.77"
"4","Auckland","ASB Classic","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Barrere G.","Isner J.","88","42","603","980","6","7","7","6","6","3","","","","","2","1","Completed","2.5","1.53","2.39","1.64","2.7","1.64","2.42","1.55"
"4","Auckland","ASB Classic","1/9/2023","ATP250","Outdoor","Hard","1st Round","3","Giron M.","Coria F.","60","76","796","695","6","7","6","4","7","5","","","","","2","1","Completed","1.14","5.5","1.23","4.66","1.25","5.5","1.19","4.71"
"4","Auckland","ASB Classic","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Eubanks C.","Humbert U.","123","108","462","523","7","6","7","6","","","","","","","2","0","Completed","2.1","1.73","2.14","1.78","2.24","1.81","2.1","1.72"
"4","Auckland","ASB Classic","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Halys Q.","Molcan A.","64","54","771","850","6","3","6","4","","","","","","","2","0","Completed","1.36","3.2","1.44","2.99","1.44","3.25","1.39","2.93"
"4","Auckland","ASB Classic","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Lehecka J.","Monteiro T.","78","69","685","729","6","3","7","5","","","","","","","2","0","Completed","1.57","2.38","1.57","2.54","1.58","2.55","1.54","2.43"
"4","Auckland","ASB Classic","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Shelton B.","Baez S.","92","41","584","987","7","6","6","1","","","","","","","2","0","Completed","1.4","3","1.47","2.86","1.51","3.1","1.43","2.79"
"4","Auckland","ASB Classic","1/10/2023","ATP250","Outdoor","Hard","1st Round","3","Djere L.","Munar J.","70","62","713","777","3","6","6","1","7","6","","","","","2","1","Completed","1.73","2.1","1.78","2.15","1.81","2.21","1.75","2.06"
"4","Auckland","ASB Classic","1/10/2023","ATP250","Outdoor","Hard","2nd Round","3","Giron M.","Wolf J.J.","60","66","796","746","6","4","6","4","","","","","","","2","0","Completed","2.2","1.67","2.34","1.68","2.36","1.7","2.22","1.65"
"4","Auckland","ASB Classic","1/10/2023","ATP250","Outdoor","Hard","2nd Round","3","Brooksby J.","Schwartzman D.","48","25","920","1550","6","1","","","","","","","","","1","0","Retired","1.53","2.5","1.54","2.67","1.57","2.67","1.52","2.51"
"4","Auckland","ASB Classic","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Norrie C.","Lehecka J.","12","78","2575","685","6","4","6","7","6","3","","","","","2","1","Completed","1.25","4","1.32","3.72","1.32","4.11","1.28","3.68"
"4","Auckland","ASB Classic","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Gasquet R.","Sousa J.","67","82","740","638","7","6","6","2","","","","","","","2","0","Completed","1.36","3.2","1.48","2.87","1.48","3.4","1.41","2.89"
"4","Auckland","ASB Classic","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Halys Q.","Shelton B.","64","92","771","584","6","3","6","2","","","","","","","2","0","Completed","1.8","2","1.71","2.27","1.82","2.28","1.73","2.11"
"4","Auckland","ASB Classic","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Goffin D.","Eubanks C.","53","123","870","462","6","2","6","4","","","","","","","2","0","Completed","1.57","2.38","1.62","2.46","1.63","2.61","1.54","2.46"
"4","Auckland","ASB Classic","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Lestienne C.","Barrere G.","65","88","760","603","1","6","7","6","7","5","","","","","2","1","Completed","1.91","1.91","1.91","2","1.92","2","1.86","1.93"
"4","Auckland","ASB Classic","1/11/2023","ATP250","Outdoor","Hard","2nd Round","3","Djere L.","Ruud C.","70","3","713","5720","3","6","6","3","7","6","","","","","2","1","Completed","5","1.17","5.03","1.21","5.75","1.21","4.82","1.18"
"4","Auckland","ASB Classic","1/12/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Norrie C.","Giron M.","12","60","2575","796","6","1","6","7","6","2","","","","","2","1","Completed","1.29","3.75","1.34","3.61","1.34","3.66","1.31","3.47"
"4","Auckland","ASB Classic","1/12/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Brooksby J.","Halys Q.","48","64","920","771","7","6","7","6","","","","","","","2","0","Completed","1.91","1.91","1.93","1.97","2.06","2.1","1.86","1.93"
"4","Auckland","ASB Classic","1/12/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Gasquet R.","Goffin D.","67","53","740","870","1","6","6","1","6","1","","","","","2","1","Completed","2.3","1.62","2.39","1.65","2.5","1.68","2.27","1.62"
"4","Auckland","ASB Classic","1/12/2023","ATP250","Outdoor","Hard","Quarterfinals","3","Lestienne C.","Djere L.","65","70","760","713","2","6","7","6","7","5","","","","","2","1","Completed","2.2","1.67","2.27","1.71","2.28","1.86","2.16","1.69"
